1	1.42616	 -0.952552	 12.2614	 26.888	 1.29445	 
2	1.31835	 -0.91992	 7.92933	 13.1939	 2.86138	 
2	1.31835	 -0.898165	 7.6199	 12.7184	 2.8741	 
2	0.384028	 -0.930798	 8.67198	 13.9691	 1.34307	 
3	2.28861	 -0.925359	 8.23877	 12.1329	 1.24537	 
4	0.851189	 -0.604474	 0.626706	 10.3812	 1.64185	 
4	-0.550295	 -0.925359	 0.688593	 9.42075	 1.83347	 
4	-0.0471984	 -0.555526	 0.502933	 9.79239	 1.52768	 
4	0.168415	 -0.370609	 0.812366	 9.69741	 1.16648	 
4	-0.370618	 -0.941675	 1.43123	 8.77912	 1.49345	 
4	1.42616	 -0.898165	 1.05991	 9.26708	 0.902176	 
4	-1.05339	 -0.620791	 0.37916	 9.19752	 0.487102	 
4	-0.262811	 -0.762197	 1.49312	 9.19409	 0.456407	 
4	-0.981521	 -0.925359	 1.1218	 9.13913	 0.328269	 
4	-0.298747	 -0.718687	 1.18369	 8.93642	 0.0103696	 
4	-0.981521	 -0.811146	 0.255386	 8.52012	 0.173791	 
4	0.168415	 -0.898165	 0.75048	 9.34766	 -0.338946	 
4	0.419963	 -0.860094	 0.441046	 8.80164	 -0.216589	 
5	1.31835	 -0.941675	 12.4471	 8.14823	 2.29018	 
5	1.21054	 -0.952552	 9.53839	 10.1227	 0.909196	 
5	0.779318	 -0.952552	 10.9618	 10.4272	 0.437304	 
5	-0.262811	 -0.952552	 11.4569	 12.341	 -0.544471	 
5	2.28861	 -0.952552	 11.2093	 9.19757	 -0.247435	 
5	1.5699	 -0.909043	 10.4048	 7.89171	 -0.00798935	 
6	0.887125	 -0.528332	 4.95877	 13.2372	 1.32708	 
7	1.71364	 -0.952552	 5.51575	 12.8773	 1.31443	 
8	-0.0471984	 -0.941675	 3.78293	 12.8863	 1.29677	 
9	-0.550295	 -0.925359	 2.73085	 14.5207	 0.576625	 
10	-0.155005	 -0.87641	 3.22595	 17.0771	 -0.072776	 
11	1.67771	 -0.947114	 3.22595	 7.26282	 3.6661	 
11	2.1808	 -0.773075	 0.75048	 8.23869	 1.97141	 
11	2.25267	 -0.75132	 2.60708	 6.85572	 2.62537	 
11	-0.334682	 -0.838339	 0.56482	 8.03259	 1.6603	 
11	2.25267	 -0.87641	 2.66897	 6.52382	 2.28828	 
11	-0.0831339	 -0.914481	 1.1218	 7.00725	 1.80989	 
11	0.994931	 -0.479384	 1.24557	 7.8928	 1.20287	 
11	-0.155005	 -0.854655	 1.36935	 7.29922	 1.57493	 
11	0.52777	 -0.91992	 1.1218	 7.97061	 1.11583	 
11	-0.19094	 -0.838339	 0.626706	 7.31282	 1.46056	 
11	-1.30494	 -0.800268	 0.688593	 7.25642	 1.47719	 
11	-0.550295	 -0.860094	 0.255386	 6.9686	 1.60646	 
11	-0.155005	 -0.887288	 2.42142	 5.74293	 2.3952	 
11	1.17461	 -0.174815	 1.05991	 6.67591	 1.59751	 
11	-0.370618	 -0.87641	 1.86444	 6.93339	 1.31833	 
11	-0.0471984	 -0.669739	 0.00783949	 6.18586	 1.82019	 
11	-0.478424	 -0.773075	 0.317273	 5.16323	 2.72225	 
